1)    4.0,    1.2732395447351628
2)    4.0,    1.2732395447351628
3)    4.0,    1.2732395447351628
4)    3.0,    0.954929658551372
5)    3.2,    1.0185916357881302
6)    2.6666666666666665,    0.8488263631567751
7)    2.857142857142857,    0.9094568176679734
8)    3.0,    0.954929658551372
9)    3.111111111111111,    0.9902974236829044
10)    3.2,    1.0185916357881302
11)    3.272727272727273,    1.041741445692406
12)    3.3333333333333335,    1.061032953945969
13)    3.3846153846153846,    1.07735653785283
14)    3.4285714285714284,    1.091348181201568
15)    3.466666666666667,    1.1034742721038078
16)    3.5,    1.1140846016432675
17)    3.5294117647058822,    1.1234466571192612
18)    3.5555555555555554,    1.1317684842090334
19)    3.3684210526315788,    1.0722017218822422
20)    3.4,    1.0822536130248883
21)    3.4285714285714284,    1.091348181201568
22)    3.4545454545454546,    1.099615970453095
23)    3.4782608695652173,    1.1071648215088372
24)    3.5,    1.1140846016432675
25)    3.52,    1.1204507993669433
26)    3.5384615384615383,    1.126327289573413
27)    3.5555555555555554,    1.1317684842090334
28)    3.4285714285714284,    1.091348181201568
29)    3.4482758620689653,    1.0976202971854851
30)    3.3333333333333335,    1.061032953945969
31)    3.3548387096774195,    1.0678783278423947
32)    3.375,    1.0742958658702935
33)    3.393939393939394,    1.080324462199532
34)    3.411764705882353,    1.0859984352152858
35)    3.3142857142857145,    1.0549699084948492
36)    3.2222222222222223,    1.0256651888144366
37)    3.2432432432432434,    1.032356387623105
38)    3.263157894736842,    1.0386954180734222
39)    3.282051282051282,    1.044709370039108
40)    3.3,    1.0504226244065091
41)    3.317073170731707,    1.0558571834389154
42)    3.238095238095238,    1.0307177266903698
43)    3.255813953488372,    1.0363577689704813
44)    3.1818181818181817,    1.0128041833120611
45)    3.2,    1.0185916357881302
46)    3.130434782608696,    0.9964483393579535
47)    3.148936170212766,    1.0023375139404473
48)    3.1666666666666665,    1.0079813062486704
49)    3.1020408163265305,    0.987410259182371
50)    3.12,    0.993126844893427
51)    3.1372549019607843,    0.9986192507726767
52)    3.1538461538461537,    1.003900410271955
53)    3.169811320754717,    1.0089822807335251
54)    3.185185185185185,    1.0138759337705925
55)    3.2,    1.0185916357881302
56)    3.2142857142857144,    1.02313891987647
57)    3.2280701754385963,    1.0275266501371487
58)    3.2413793103448274,    1.031763079354356
59)    3.2542372881355934,    1.0358559008014885
60)    3.2666666666666666,    1.0398122948670496
61)    3.278688524590164,    1.0436389710943956
62)    3.225806451612903,    1.026806084463841
63)    3.238095238095238,    1.0307177266903698
64)    3.25,    1.0345071300973196
65)    3.2615384615384615,    1.0381799364763635
66)    3.272727272727273,    1.041741445692406
67)    3.283582089552239,    1.0451966412005067
68)    3.2941176470588234,    1.0485502133113105
69)    3.3043478260869565,    1.0518065804333954
70)    3.3142857142857145,    1.0549699084948492
71)    3.323943661971831,    1.058044128723586
72)    3.3333333333333335,    1.061032953945969
73)    3.3424657534246576,    1.0639398935458209
74)    3.3513513513513513,    1.0667682672105416
75)    3.36,    1.0695212175775366
76)    3.3684210526315788,    1.0722017218822422
77)    3.3766233766233764,    1.0748126026985139
78)    3.3846153846153846,    1.07735653785283
79)    3.392405063291139,    1.0798360695855178
80)    3.4,    1.0822536130248883
81)    3.4074074074074074,    1.084611464033657
82)    3.3658536585365852,    1.071384494960076
83)    3.3734939759036147,    1.073816483511583
84)    3.3333333333333335,    1.061032953945969
85)    3.3411764705882354,    1.0635295020729008
86)    3.3488372093023258,    1.0659679909410664
87)    3.3563218390804597,    1.0683504225938723
88)    3.3636363636363638,    1.0706787080727505
89)    3.3707865168539324,    1.0729546725296315
90)    3.3777777777777778,    1.075180059998582
91)    3.3846153846153846,    1.07735653785283
92)    3.391304347826087,    1.0794857009711163
93)    3.3978494623655915,    1.0815690756352458
94)    3.404255319148936,    1.083608123178862
95)    3.3684210526315788,    1.0722017218822422
96)    3.375,    1.0742958658702935
97)    3.381443298969072,    1.076346831631787
98)    3.3877551020408165,    1.0783559409491685
99)    3.393939393939394,    1.080324462199532
100)    3.4,    1.0822536130248883
101)    3.405940594059406,    1.084144562843802
1000)    3.104895104895105,    0.9883188074517697
10000)    3.1704829517048294,    1.009196067504813
100000)    3.150288497115029,    1.0027679729627899
1000000)    3.1435048564951433,    1.0006086730891623
